"","HSBC","CLP","CK"
"24/03/2000",84.5293642346571,24.5528738806979,107.218484685703
"27/03/2000",86.8263578279901,24.2754402775262,109.09951073282
"28/03/2000",85.4481616719903,24.1367234759403,111.921049803497
"29/03/2000",84.5293642346571,24.414157079112,111.921049803497
"30/03/2000",83.8402661566571,24.0673650751474,110.040023756379
"31/03/2000",83.6105667973238,24.2060818767332,109.5697672446
"03/04/2000",80.3947757666575,23.9980066743544,103.926689103247
"05/04/2000",81.3135732039908,24.8106528748174,97.8133544501149
"06/04/2000",80.3947757666575,25.0233156137444,99.6943804972325
"07/04/2000",80.1650764073242,24.6688777155328,100.634893520791
"10/04/2000",79.4759783293243,24.3853273969634,101.105150032571
"11/04/2000",80.1650764073242,24.4562149766058,98.7538674736737
"12/04/2000",80.3947757666575,24.8106528748174,97.3430979383355
"13/04/2000",79.9353770479909,24.3144398173211,94.9918153794385
"14/04/2000",79.9353770479909,24.8815404544598,93.1107893323209
"17/04/2000",78.5571808919911,24.2435522376788,83.2354025849536
"18/04/2000",79.4759783293243,24.3144398173211,84.6461721202918
"19/04/2000",80.8541744853241,24.5979901358904,83.0002743290639
"20/04/2000",80.6244751259908,24.5271025562481,82.0597613055051
"25/04/2000",80.8541744853241,24.7397652951751,81.354376537836
"26/04/2000",80.8541744853241,24.4562149766058,80.4138635142772
"27/04/2000",80.1650764073242,24.5979901358904,83.2354025849536
"28/04/2000",79.9353770479909,24.7397652951751,87.4677111909681
"02/05/2000",79.4759783293243,24.3144398173211,87.2325829350785
"03/05/2000",79.246278969991,24.5979901358904,86.5271981674094
"04/05/2000",79.0165796106577,24.6688777155328,82.0597613055051
"05/05/2000",78.7868802513244,25.0233156137444,80.4138635142772
"08/05/2000",77.4086840953245,25.0233156137444,78.2977092112699
"09/05/2000",77.6383834546578,25.0942031933868,75.7112983964832
"10/05/2000",77.1789847359912,25.0233156137444,74.5356571170347
"12/05/2000",78.3274815326578,25.5195286712408,77.8274526994905
"15/05/2000",78.3274815326578,25.3068659323138,76.8869396759317
"16/05/2000",78.5571808919911,26.2284044676641,79.5546401851338
"17/05/2000",78.0977821733244,25.5195286712408,75.9818270031667
"18/05/2000",76.4898866579913,24.4562149766058,69.3125757301615
"19/05/2000",76.9492853766579,25.5195286712408,69.7889508210904
"22/05/2000",76.4898866579913,26.2284044676641,70.2653259120193
"23/05/2000",76.9492853766579,26.5119547862335,70.2653259120193
"24/05/2000",76.0304879393247,26.3701796269488,69.074388184697
"25/05/2000",76.260187298658,26.0157417287371,69.074388184697
"26/05/2000",76.4898866579913,26.6537299455182,67.1688878209812
"29/05/2000",77.1789847359912,26.2284044676641,66.9307002755167
"30/05/2000",77.8680828139911,25.7321914101678,66.6925127300523
"31/05/2000",79.0165796106577,25.9472233612586,67.8834504573746
"01/06/2000",79.7056776886576,26.1622555990591,71.2180760938772
"02/06/2000",79.9353770479909,26.0189007738588,73.8381390939864
"05/06/2000",82.232370641324,25.8038685360583,74.7908892758443
"07/06/2000",84.7590635939904,25.8038685360583,74.0763266394509
"08/06/2000",83.8402661566571,26.2339330116593,74.3145141849154
"09/06/2000",83.8402661566571,26.5206426620599,76.9345771850246
"12/06/2000",84.0699655159904,26.7356748998604,76.9345771850246
"13/06/2000",83.8402661566571,26.3772878368596,75.5054519122377
"14/06/2000",85.218462312657,26.5206426620599,78.3637024578114
"15/06/2000",85.9075603906569,26.5923200746601,80.0310152760627
"16/06/2000",85.6778610313236,26.5923200746601,83.1274533671009
"19/06/2000",84.0699655159904,26.5923200746601,83.3656409125653
"20/06/2000",83.3808674379905,26.5923200746601,81.698328094314
"21/06/2000",82.9214687193239,26.3772878368596,82.6510782761719
"22/06/2000",81.3135732039908,25.5888362982578,81.698328094314
"23/06/2000",79.4759783293243,25.8038685360583,80.2692028215272
"26/06/2000",80.1650764073242,26.0189007738588,82.174703185243
"27/06/2000",80.1650764073242,26.2339330116593,82.6510782761719
"28/06/2000",80.3947757666575,26.1622555990591,83.1274533671009
"29/06/2000",80.1650764073242,25.8038685360583,81.2219530033851
"30/06/2000",81.7729719226574,26.0189007738588,82.174703185243
"03/07/2000",81.5432725633241,26.3056104242594,83.1274533671009
"04/07/2000",82.0026712819907,25.8755459486585,84.5565786398877
"05/07/2000",82.9214687193239,25.7321911234581,86.4620790036035
"06/07/2000",82.0026712819907,25.4454814730575,86.7002665490679
"07/07/2000",82.232370641324,25.0154169974565,87.1766416399969
"10/07/2000",83.1511680786572,25.0154169974565,88.8439544582482
"11/07/2000",86.1372597499902,24.800384759656,89.0821420037127
"12/07/2000",88.6639527026566,24.8720621722562,90.9876423674284
"13/07/2000",89.5827501399898,24.9437395848564,88.6057669127837
"14/07/2000",88.8936520619899,25.0154169974565,91.7022050038219
"17/07/2000",90.501547577323,25.0154169974565,92.1785800947508
"18/07/2000",88.6639527026566,24.800384759656,90.0348921855706
"19/07/2000",90.0421488586564,24.800384759656,91.7022050038219
"20/07/2000",90.501547577323,24.9437395848564,94.3222680039311
"21/07/2000",91.8797437333229,24.7287073470559,96.7041434585758
"24/07/2000",92.7985411706561,24.7287073470559,95.7513932767179
"25/07/2000",93.7173386079893,24.6570299344557,92.1785800947508
"26/07/2000",96.473730919989,24.8720621722562,92.4167676402153
"27/07/2000",96.473730919989,25.5171588856577,90.0348921855706
"28/07/2000",95.0955347639892,25.4454814730575,89.3203295491771
"31/07/2000",94.176737326656,25.230449235257,87.6530167309258
"01/08/2000",94.176737326656,25.0870944100567,87.4148291854614
"02/08/2000",96.473730919989,25.4454814730575,89.3203295491771
"03/08/2000",95.5549334826558,25.3738040604573,89.7967046401061
"04/08/2000",96.9331296386556,25.3738040604573,91.2258299128929
"07/08/2000",99.2301232319887,25.230449235257,92.6549551856798
"08/08/2000",97.8519270759889,25.0154169974565,91.7022050038219
"09/08/2000",98.3113257946555,25.0154169974565,91.2258299128929
"10/08/2000",99.2301232319887,25.3738040604573,91.4640174583574
"11/08/2000",100.148920669322,25.3738040604573,91.2258299128929
"14/08/2000",99.2983017200992,25.3021266478572,90.749454821964
"15/08/2000",101.618355498606,25.1587718226569,93.1313302766087
"16/08/2000",102.082366254308,25.230449235257,96.2277683676468
"17/08/2000",101.154344742905,25.1587718226569,97.6568936404337
"18/08/2000",100.690333987203,25.0870944100567,95.275018185789
"21/08/2000",102.082366254308,25.0870944100567,95.275018185789
"22/08/2000",105.330441544217,24.9437395848564,97.1805185495047
"23/08/2000",104.866430788516,25.0154169974565,97.1805185495047
"24/08/2000",106.722473811322,25.5888362982578,97.6568936404337
"25/08/2000",104.866430788516,25.4454814730575,96.2277683676468
"28/08/2000",100.690333987203,25.5171588856577,94.0840804584666
"29/08/2000",103.01038776571,25.660513710858,94.5604555493955
"30/08/2000",102.082366254308,25.8038685360583,95.7513932767179
"31/08/2000",103.01038776571,25.5606766652832,96.7041434585758
"01/09/2000",105.330441544217,25.7067376747991,98.6096438222916
"04/09/2000",107.650495322724,25.9988596938309,100.515144186007
"05/09/2000",105.330441544217,25.925829189073,99.0860189132205
"06/09/2000",106.25846305562,26.1449207033468,98.6096438222916
"07/09/2000",106.25846305562,26.2179512081048,97.1805185495047
"08/09/2000",105.330441544217,26.5100732271366,96.2277683676468
"11/09/2000",105.330441544217,26.5100732271366,94.79864309486
