HSBC,CLP,CK
75.71051,81.408104,89.183853
76.106117,81.308769,89.827591
75.90831,81.209427,90.669418
75.80941,81.010757,88.639137
75.562157,80.712738,87.450684
75.512695,80.961082,87.648758
73.781891,79.520676,85.519432
74.375305,80.265717,85.271835
73.584084,79.520676,83.934822
73.584084,79.669678,83.984344
72.941216,79.669678,83.142517
72.693954,82.252487,82.696846
71.704918,82.898186,81.855026
72.10054,83.990921,82.102623
72.792854,83.941246,82.399734
71.556564,83.792236,81.112236
71.408211,87.020744,80.963684
71.704918,87.467773,82.993965
71.803825,87.517441,83.291077
72.545601,87.418098,84.083382
73.089569,86.92141,84.479538
72.149986,86.126694,83.439636
72.29834,86.62339,82.944443
72.496155,86.871735,83.390114
72.496155,87.86512,83.489159
72.347794,87.567108,82.597809
71.803825,87.765785,81.855026
72.39724,87.914795,82.399734
72.39724,88.808846,82.944443
72.595055,88.808846,82.647324
73.831345,88.560501,83.04348
74.226959,87.96447,83.390114
73.930244,87.86512,83.489159
74.029152,87.418098,83.78627
73.880791,88.411491,84.529053
73.781891,89.05719,84.479538
73.43573,87.269089,84.033859
72.001633,86.275703,82.053101
71.507118,87.219429,83.192039
71.853279,89.404877,86.014626
72.051079,91.590324,87.846832
72.10054,91.192978,89.282883
72.545601,90.348595,89.084808
71.803825,90.447937,87.995384
71.309303,89.603554,86.658371
71.556564,92.583717,88.094421
70.765343,92.434715,88.044907
70.150002,93.477768,88.292503
70.099998,93.577103,88.68866
70.550003,93.328758,88.936256
70.300003,90.348595,88.68866
70.050003,90.298927,89.134331
69.650002,89.653221,87.054527
69.400002,89.653221,87.104042
70.099998,91.391655,88.5401
70.199997,91.590324,88.68866
70.150002,92.186363,90.322784
69.5,91.540665,89.183853
68.849998,91.639999,89.579994
